mr_id,mr_title,author,repo,total_changed_lines,added_lines,deleted_lines,changed_files_count,max_file_changed_lines,code_files_count,test_files_count,has_only_test_change,has_only_doc_change,code_lines_ratio,modified_methods_count,max_method_complexity,max_method_lines,max_nesting_level,has_new_dependency,has_database_migration,has_api_change,has_breaking_change,has_unit_test,unit_test_coverage,test_coverage_change,new_test_count,test_to_code_ratio,ci_build_passed,ci_unit_test_passed,ci_lint_passed,lint_issues_count,security_vulnerabilities,code_smells_count,author_total_mrs,author_mrs_last_30d,author_merge_rate_30d,author_revert_rate_30d,is_first_mr,is_core_contributor,author_days_in_repo,author_avg_mr_size,author_bug_fix_count_30d,commit_count,avg_commit_size,commit_message_quality,repo_importance_score,is_repo_owner,is_maintainer,involves_payment,involves_pii,involves_auth,involves_security,modifies_critical_file,has_todo_or_fixme,can_auto_merge
MR-00071,Feature/Fix #71,author_22,repo_11,18,15,10,2,5,3,2,0,0,0.4818688776838447,6,10.383408082652032,10,4,0,0,0,0,1,56.81093395511988,-8.411268721093641,0,0.6915424176949844,0,1,1,3,0,4,5,4,0.912229652854745,0.0212744617572967,0,0,51,26,1,2,48,8.804286185286227,6.9278573503178364,0,0,0,0,1,0,0,0,0
MR-00072,Feature/Fix #72,author_18,repo_11,22,13,20,6,8,4,0,0,0,0.8782425116755919,7,5.317039601130521,10,5,0,0,0,0,1,52.40117098367808,4.660575398408899,2,0.2747037578906931,1,1,1,6,0,4,16,6,0.7407184716858057,0.0159823240817611,0,0,4,72,2,6,30,7.377552619764963,8.96273155811186,0,1,0,0,0,0,1,1,0
MR-00073,Feature/Fix #73,author_12,repo_5,39,4,23,3,27,3,3,0,0,0.7262490227705151,1,5.085743651127764,18,2,0,0,0,0,1,59.53424486790217,5.90670213682772,3,0.1933409324850105,1,1,1,4,0,4,6,6,0.86866706879594,0.0485311952879441,0,0,162,72,3,2,52,5.303327711482127,6.486573535800242,0,1,0,0,1,0,1,0,0
MR-00074,Feature/Fix #74,author_2,repo_3,3,79,9,7,14,2,2,0,0,0.652587405481798,4,12.415982000907816,10,1,0,0,0,0,1,24.982547564082093,-9.53165448220334,1,0.1905148729832511,1,1,1,4,0,7,3,3,0.6188292463798216,0.0260460625936431,0,1,35,195,0,2,90,6.447139880185176,9.359542019148266,0,0,0,0,0,0,0,0,1
MR-00075,Feature/Fix #75,author_10,repo_6,28,12,21,2,66,1,1,0,0,0.3214780206197213,6,6.225802718633563,81,5,0,0,0,0,1,39.96237416461395,-2.585709657953632,3,0.4052484268456441,1,1,1,6,0,3,10,3,0.7849440444239808,0.0128503178054148,0,0,54,18,4,2,58,6.532356161041909,5.3399842566215865,0,0,0,0,0,0,0,0,1
MR-00076,Feature/Fix #76,author_4,repo_11,8,52,6,5,23,0,2,0,0,0.8164239382393621,4,5.024642288994464,19,4,0,0,0,0,0,85.62812519201593,-1.846060726972416,0,0.387471703369119,1,1,1,3,0,3,7,4,0.9817574527156818,0.0413533183351277,0,0,115,96,2,1,100,7.778561222281443,6.3830756979918615,0,0,0,1,0,0,0,0,0
MR-00077,Feature/Fix #77,author_14,repo_5,34,5,3,5,86,2,1,0,0,0.6861307961418487,5,7.574118137173785,62,3,0,0,0,0,1,68.45098109457135,-2.1650530469643137,4,0.6213654538587977,1,1,1,4,0,0,32,3,0.8352137816595198,0.0449914658950016,0,0,351,40,2,2,11,6.462161437084617,6.824555147995097,0,0,0,0,0,0,0,0,1
MR-00078,Feature/Fix #78,author_16,repo_3,40,19,11,3,5,1,1,0,0,0.670379842298369,1,3.831592015201898,89,2,1,0,0,0,0,56.94616857120748,-2.0449622973443438,2,0.4364787006915476,0,0,1,8,0,3,3,5,0.4923325155749126,0.1155346700242694,0,0,19,212,1,2,90,8.616136620120693,5.647704075004111,0,1,0,0,0,0,0,1,0
MR-00079,Feature/Fix #79,author_15,repo_6,32,0,33,2,38,2,0,0,0,0.8088436510470928,4,5.730175827453946,10,1,0,1,0,0,0,87.17300503682246,4.761801741033087,0,0.5112781155989853,1,1,1,5,0,3,5,3,0.6303976987572988,0.0147688894127507,0,0,67,280,1,3,10,6.877416326174817,4.436846892226974,0,0,0,0,0,0,0,1,0
MR-00080,Feature/Fix #80,author_8,repo_6,53,36,61,1,75,2,4,0,0,0.8600799006985999,5,6.297057488939318,23,2,0,0,0,0,1,42.51549675244959,-6.057506054495651,5,0.1067535238040806,1,0,1,7,1,2,70,8,0.6919786095661905,0.0130511390072803,0,1,179,269,2,4,69,8.733884012713869,8.22626426518469,0,0,0,0,0,0,0,0,0
MR-00081,Feature/Fix #81,author_14,repo_8,16,21,15,3,12,1,1,0,0,0.6958098556817707,3,10.959077228870946,122,3,0,0,0,0,0,84.02252691371639,-4.442610488654196,2,0.4265369209809611,1,1,1,2,0,4,9,2,0.9695644568363824,0.1118966809435849,0,0,1406,32,1,2,20,8.382017958511353,6.737589848187675,0,0,0,0,0,0,0,1,0
MR-00082,Feature/Fix #82,author_23,repo_2,57,24,25,2,5,3,1,0,0,0.8022352501340596,4,8.81481145728107,60,2,0,0,0,0,1,48.63555349840909,-0.079754226712138,2,0.3985855644527135,1,1,1,3,0,1,29,3,0.7642666798978496,0.058793212841252,0,1,409,93,1,1,71,6.752304092275834,4.457293333918745,0,0,0,0,0,0,0,0,1
MR-00083,Feature/Fix #83,author_8,repo_1,22,1,2,3,21,4,1,0,0,0.7158167839946159,3,5.767757073156751,10,1,1,0,0,0,1,60.41821328098688,8.972437497678623,2,0.2397328428438999,1,1,1,3,1,4,10,4,0.5168951233092869,0.1065739484616764,0,0,72,49,1,4,36,5.728850076240253,7.8927432313240224,0,0,0,0,0,0,0,1,0
MR-00084,Feature/Fix #84,author_21,repo_4,26,5,58,3,113,5,1,0,0,0.7200686855446299,2,6.347134296339572,120,1,0,0,0,0,0,68.64865291171978,-10.966943243645792,1,0.077017484178065,1,1,1,2,1,3,28,2,0.7867514064925504,0.0349360290476559,0,0,16,33,3,1,58,4.5969942091628,7.426549515852009,0,0,0,0,0,0,0,0,0
MR-00085,Feature/Fix #85,author_16,repo_7,41,1,21,2,35,3,0,1,0,0.7125654893031854,6,12.155500887778851,10,3,0,0,0,0,1,23.427721088738064,-6.332610759722936,3,0.5520695233611401,1,1,1,2,0,1,237,4,0.8714857091003608,0.2160984767432097,0,0,46,263,1,2,10,5.518171219491579,5.893314543192346,1,0,0,0,0,1,0,0,1
MR-00086,Feature/Fix #86,author_13,repo_11,1,8,37,3,36,2,1,0,1,0.315445828197929,1,10.222728703561431,10,7,0,0,0,0,0,39.92358841918687,10.257127676071082,2,0.1083224925837377,1,1,0,2,0,2,37,4,0.7738554735730919,0.0888387086814272,0,0,62,200,1,2,10,8.698453136505272,7.406429191951111,0,0,0,0,0,0,0,0,1
MR-00087,Feature/Fix #87,author_18,repo_10,42,24,39,5,38,4,1,0,0,0.3962668938154159,1,3.565098038463793,36,2,0,0,0,0,1,72.88808902342406,3.453471295929033,2,0.2473123154646478,1,0,1,3,0,3,13,3,0.8310869589044008,0.0198363290836422,1,0,134,13,1,1,13,7.023217822351217,3.768354420630312,0,1,0,0,0,0,0,0,0
MR-00088,Feature/Fix #88,author_15,repo_3,38,20,7,1,5,4,0,0,0,0.7619732427340391,3,5.525082957212627,35,3,0,0,0,0,0,62.54416160036402,2.190774224386149,3,0.1166572559284367,1,1,1,2,1,0,20,1,0.763316431128716,0.1823646396425868,0,0,75,10,2,3,19,7.060919744121558,6.468444571667428,0,0,0,0,0,0,1,0,0
MR-00089,Feature/Fix #89,author_21,repo_3,14,23,18,3,20,1,1,0,0,0.7110708888277512,5,6.329481882036172,61,2,0,0,0,0,1,80.18041305892557,-1.1365064972335266,3,0.0950477776440596,1,1,0,7,0,3,169,7,0.8985778037416863,0.0866273497098295,0,0,659,23,0,1,12,8.91951314520375,6.822033193057641,0,0,0,0,1,0,0,0,0
MR-00090,Feature/Fix #90,author_24,repo_5,3,19,80,2,5,4,3,0,0,0.7097536407495066,5,4.361855013759455,12,4,0,0,1,0,0,74.17033279333248,-9.83164658337175,1,0.2918712900721424,1,1,0,5,0,2,1,5,0.9041889802738512,0.0125498394490733,0,0,137,254,0,5,42,6.106948439046901,6.526476451029225,0,0,0,0,0,1,0,0,0
MR-00091,Feature/Fix #91,author_13,repo_5,3,7,2,4,13,4,0,1,0,0.6687338851439893,4,3.686092970088425,23,6,0,0,0,0,1,64.39060683002515,1.362882358492904,3,0.2816509936113401,1,1,1,2,0,4,9,5,0.9323141763981488,0.0210139836442727,0,0,30,50,1,4,113,8.448020825927411,9.164535250311683,0,0,0,0,0,0,0,0,1
MR-00092,Feature/Fix #92,author_9,repo_10,102,7,28,1,60,4,0,0,0,0.5363256409385531,3,5.225308013616928,67,4,0,0,0,0,0,37.45740049748686,-6.3631432582454135,1,0.374187403025501,1,1,1,4,0,1,40,1,0.8731409406788996,0.1740221488956859,0,0,208,10,3,2,30,6.284251171557781,3.8701014020452287,0,0,0,0,0,0,0,0,1
MR-00093,Feature/Fix #93,author_15,repo_3,46,3,81,7,37,2,0,0,0,0.6837167042499775,4,8.118205152908814,49,3,0,0,0,0,1,51.18808400148236,8.458428752072855,3,0.4696388722762603,1,1,1,5,0,5,13,2,0.7743966910607049,0.006636486832351,0,0,814,31,2,5,76,7.943069513648929,7.9073613038660735,0,1,0,0,0,0,0,0,1
MR-00094,Feature/Fix #94,author_13,repo_9,5,47,8,3,189,0,1,0,0,0.4206434742733664,8,12.59755625414378,19,8,0,0,0,0,0,58.61582372888864,4.4478442332400085,3,0.0465237879376215,1,1,1,4,1,1,5,6,0.7240208040075452,0.159582752550987,0,0,198,353,5,4,10,6.815105156797952,7.907496536243748,1,0,0,0,0,0,0,0,0
MR-00095,Feature/Fix #95,author_1,repo_4,17,23,49,5,6,5,0,0,0,0.7252564399782062,2,13.14116293147339,66,2,0,0,0,0,1,64.5059622214409,6.37634599138303,2,0.1808598426232484,1,1,1,7,0,3,4,3,0.5370423126638496,0.0006029797273403,0,0,108,44,3,1,10,7.24740159956159,5.498898095003125,0,0,0,0,0,0,0,1,0
MR-00096,Feature/Fix #96,author_7,repo_3,35,5,67,8,17,3,2,1,0,0.8681288546192861,6,10.8306593874075,23,5,0,0,0,0,0,72.83172203806826,-1.0789308894398026,2,0.1646668032304988,1,1,1,1,0,3,15,6,0.884058538354883,0.1227348027618714,0,0,44,82,4,2,16,7.38777905598968,5.325420381001446,1,0,0,0,0,0,0,0,1
MR-00097,Feature/Fix #97,author_9,repo_11,72,4,34,3,58,1,2,0,0,0.6546630778335754,9,8.636986744345222,26,3,0,0,0,0,1,70.97619631528606,-9.554016426525768,1,0.3846400503267857,0,1,0,3,0,4,19,5,0.6902948446708678,0.0594249039446801,0,0,13,20,5,3,52,6.3209606622744765,5.486862125264588,0,0,0,0,0,0,0,0,0
MR-00098,Feature/Fix #98,author_24,repo_2,1,51,6,8,8,2,2,0,0,0.6721810662233475,4,3.047546394149962,30,3,0,0,0,0,0,55.40993528629715,16.81942256512394,2,0.46335657150128,1,1,1,3,1,3,202,5,0.7537292735695186,0.0119620592366783,0,0,135,48,2,5,157,4.326446605867321,5.18485323902944,0,0,0,0,0,0,0,0,0
MR-00099,Feature/Fix #99,author_1,repo_10,10,33,10,3,5,1,0,1,0,0.7302363883830396,3,1.9424154444636668,16,1,0,0,0,0,0,65.9493869097941,-5.857554997320744,0,0.4315558051619591,1,1,1,6,0,4,30,6,0.9327829626976412,0.0469903093888594,0,0,864,164,1,3,17,7.814144483283291,4.776113868996501,0,1,0,0,0,0,0,0,1
MR-00100,Feature/Fix #100,author_12,repo_11,88,26,0,4,19,1,0,0,0,0.9321586710740232,8,2.1534266504102257,11,3,0,0,0,0,0,28.363126475458078,6.338435190258098,1,0.4718477313212247,1,1,1,5,0,3,59,4,0.938518377132628,0.0641776786310441,0,0,340,261,4,4,145,7.231791164635066,5.4300498927755605,0,0,0,0,0,1,0,0,0
MR-00101,Feature/Fix #101,author_8,repo_9,1,13,44,9,16,4,0,1,0,0.6443687488256707,3,3.365264382056761,39,2,0,0,0,0,0,51.237226622883256,1.5881551932345488,0,0.176220976186761,1,1,1,6,0,3,11,2,0.881457647049806,0.0031709505493544,0,1,60,63,3,3,55,6.886597821042538,7.806220001930007,0,0,0,0,0,0,0,1,1
MR-00102,Feature/Fix #102,author_24,repo_4,8,7,47,7,137,3,0,0,0,0.3073755365323948,3,6.334323462357213,10,2,0,0,0,0,0,58.71190749931823,-11.28377716592435,2,0.2617409508547638,1,1,1,4,0,3,11,2,0.8924565717507713,0.0560780943037259,0,0,14,38,2,3,175,7.253717387576984,6.799602896633891,0,1,0,0,0,0,0,0,1
MR-00103,Feature/Fix #103,author_11,repo_3,127,97,25,5,21,5,0,0,0,0.8096554769689628,2,2.0186876874511093,24,3,0,0,0,0,0,77.05201498584182,-11.060014271909257,2,0.4050425072796392,1,0,1,4,0,0,9,5,0.6889149939667677,0.0028272281280137,0,0,47,103,4,3,15,7.438677965232745,4.434676106542055,0,0,0,0,0,0,0,1,0
MR-00104,Feature/Fix #104,author_19,repo_7,38,39,10,2,69,2,1,0,0,0.5414394305049915,6,5.499759868887752,13,3,0,0,0,0,1,72.04708954047805,-8.519700034352955,1,0.2576159386503092,1,1,1,3,0,6,107,1,0.8066990483772021,0.0165412003541924,0,0,37,135,2,6,10,5.40175633875608,5.750707095304149,0,0,0,0,0,0,1,1,0
MR-00105,Feature/Fix #105,author_17,repo_8,12,8,1,7,76,3,1,0,1,0.4853635650403282,5,12.406021509532858,16,8,1,0,0,0,0,84.09384358023473,-6.936270281263807,1,0.6000853132951999,1,0,1,1,0,0,16,5,0.5616868652892943,0.0001068318316851,0,0,14,10,3,4,45,4.8947034969716645,3.791643521967553,0,0,0,0,0,0,0,0,1
MR-00106,Feature/Fix #106,author_8,repo_11,2,47,34,3,6,2,2,0,0,0.4066008344904526,4,7.160753248967833,21,3,1,0,0,0,1,62.80371317432802,6.128296641337329,1,0.0341107571450594,1,1,1,3,0,5,5,6,0.7743672937207768,0.0231603056471744,1,0,55,56,1,1,74,7.437114728806042,5.221797685780789,0,0,0,0,0,0,0,0,0
MR-00107,Feature/Fix #107,author_3,repo_2,1,35,32,2,43,5,1,1,0,0.7726357063068494,4,7.571447096034388,10,1,0,0,0,0,1,71.44427404828892,9.481215486277808,3,0.3954888155249733,0,1,1,2,0,2,16,2,0.6664871423447098,0.0395566990613061,0,0,17,113,1,4,12,6.832431906605455,4.653963761776793,0,0,0,0,1,0,1,0,1
MR-00108,Feature/Fix #108,author_3,repo_7,11,8,60,5,11,3,0,0,0,0.7382311849311197,3,6.554824188774594,23,2,0,0,0,0,0,79.91506975622156,-4.95417104602025,2,0.377660023458252,1,1,1,1,0,2,28,5,0.6575959813848529,0.0062267356417276,0,0,64,11,2,2,49,6.442072275480609,7.16854890252783,0,0,0,0,0,0,0,0,0
MR-00109,Feature/Fix #109,author_1,repo_5,85,13,32,7,5,2,0,0,0,0.6135053175510614,5,13.397121356416488,46,2,0,0,0,0,0,38.69250602754069,5.202550994703187,1,0.1246794257291681,0,1,1,1,0,2,37,3,0.8053336183539812,0.00723504962114,0,0,42,66,3,5,35,6.183202048556208,5.870368647076813,0,0,0,0,0,0,0,0,0
MR-00110,Feature/Fix #110,author_5,repo_11,21,5,44,7,72,2,0,0,0,0.5258257873769159,3,4.0580990350681,10,6,0,0,0,1,1,63.92176464581535,-12.629937209424227,0,0.1669721713171374,1,1,0,1,0,3,11,3,0.4893136989641833,0.1817558445766323,0,0,15,13,1,1,10,8.191407684422375,5.070248431968311,0,0,0,0,0,0,0,0,0
MR-00111,Feature/Fix #111,author_10,repo_5,50,2,34,4,12,4,1,0,0,0.5987532847505326,3,13.150046381453796,67,4,0,0,0,0,1,39.53699488215571,0.7539813031325537,2,0.2160100330318515,1,1,1,5,0,2,88,7,0.9515588004817002,0.0705957898313994,0,0,1211,13,0,2,52,6.434826558515554,3.6408614834933086,0,0,0,1,0,0,1,0,0
MR-00112,Feature/Fix #112,author_7,repo_3,100,32,24,3,14,3,0,0,0,0.6608720572292305,2,6.361932776516873,19,4,0,0,0,0,1,74.40031379286532,-6.500758639969357,6,0.1891811304968809,1,1,1,7,1,4,4,6,0.9312688180868408,0.0336198544220497,0,0,203,27,2,1,41,8.951383527957258,5.3891855445077725,0,0,0,0,0,0,0,0,0
MR-00113,Feature/Fix #113,author_9,repo_5,20,7,13,7,13,2,1,0,0,0.8886053146950269,4,11.766938381588922,47,2,0,0,0,0,1,67.75656568287361,2.263446275447275,0,0.1520669656731506,1,1,1,1,1,4,127,5,0.8762804705118544,0.0395534623834394,0,0,36,31,4,3,85,5.8878037887840415,4.947180293046436,0,1,0,0,0,0,0,0,0
MR-00114,Feature/Fix #114,author_7,repo_2,8,42,58,1,7,0,3,0,1,0.72581418189447,4,7.906965598417423,39,3,0,0,0,0,0,64.16996319078271,-2.234434469219928,0,0.223451582599501,1,1,0,2,0,2,14,0,0.7882522975853741,0.0396056969342108,0,0,259,800,2,1,65,8.160007846124499,4.845656884476643,0,0,0,0,0,0,0,0,1
MR-00115,Feature/Fix #115,author_9,repo_4,29,135,26,1,19,3,0,0,0,0.4743083813887543,4,4.367632202836749,18,3,0,0,1,0,1,60.70274821078668,5.827931468924852,0,0.4260675841780898,1,1,1,5,0,4,19,8,0.8196669640645413,0.0345656162000289,0,0,16,41,2,4,39,7.554153972385887,9.04452292865752,0,0,0,0,0,0,1,0,0
MR-00116,Feature/Fix #116,author_8,repo_6,95,1,12,2,19,2,1,0,1,0.9094449113386296,7,9.657477574687324,58,2,0,0,0,0,1,74.22688874163828,-2.705758130800839,0,0.05245738672755,0,1,0,6,0,5,4,3,0.5818533241425258,0.0311365587642526,0,0,89,10,4,1,44,6.247183439233982,8.117165611984998,0,0,0,0,0,0,0,0,1
MR-00117,Feature/Fix #117,author_12,repo_1,65,16,2,5,18,0,0,1,0,0.6876703083639796,1,3.729842028127455,10,4,0,0,0,0,0,75.36003891022428,-3.630103657981999,0,0.4058361574114851,1,1,1,5,0,5,70,4,0.9042913250346322,0.0086034282415842,0,0,66,202,1,2,61,7.455061423597227,5.897082575268485,0,0,0,0,0,0,0,0,1
MR-00118,Feature/Fix #118,author_2,repo_10,2,40,8,5,86,1,0,0,0,0.5269462308080144,2,9.867459530434928,10,5,0,0,0,0,1,50.07363116486025,1.8367465718192613,1,0.351275246730201,1,1,1,4,0,0,293,3,0.8711929126818508,0.1240181981406215,1,0,47,297,2,1,11,8.31533789289711,7.753255057979343,0,0,0,0,0,0,0,1,0
MR-00119,Feature/Fix #119,author_1,repo_4,47,38,19,5,14,2,1,0,0,0.8244215971282401,7,2.403319037327377,10,4,0,0,0,0,1,61.277179495281,7.530525073081131,5,0.2208190832150847,1,1,1,4,1,0,14,3,0.7260950715794379,0.0184429945012434,1,0,28,39,5,2,22,7.4148643930387,3.8588813545467473,0,0,0,0,0,0,0,0,0
MR-00120,Feature/Fix #120,author_16,repo_6,33,35,8,5,5,3,3,0,0,0.6513404125292321,4,3.827415066777688,55,1,1,0,0,0,1,26.064489422530617,-1.3354894716010266,4,0.3903237777201317,1,0,1,3,0,3,86,4,0.7931237634877462,0.0032571067792036,0,0,271,272,2,1,18,6.374304048545053,8.002802362715682,0,1,0,0,0,0,0,1,0
MR-00121,Feature/Fix #121,author_23,repo_9,95,10,6,2,6,3,0,0,1,0.7953962481314226,4,5.527754017736633,10,1,1,0,0,0,1,45.248082509722046,-10.291783438405576,2,0.6760064568770958,1,1,1,7,0,2,11,2,0.4570192128615978,0.006884919917699,0,0,1107,51,3,3,10,6.755177806844207,5.131678724424385,0,0,0,0,0,0,0,0,1
MR-00122,Feature/Fix #122,author_23,repo_11,5,15,18,8,44,6,3,1,0,0.3072993490001021,5,2.9092764454048856,18,2,0,0,0,0,1,80.09677932264873,-4.203824089959133,2,0.6846345400972219,1,0,1,7,0,6,4,4,0.8723545307979395,0.0337710789784031,0,1,43,119,0,2,15,8.063183095582888,6.30929521821825,0,0,0,0,0,1,0,0,0
MR-00123,Feature/Fix #123,author_24,repo_11,30,22,4,6,31,0,0,1,0,0.6931306654002793,3,9.957507814320756,33,1,0,0,0,1,0,71.2537970569739,2.4629537201762526,3,0.6035540089433435,1,1,0,1,1,3,18,5,0.9543214804223537,0.0419771027104819,1,0,60,131,0,7,10,6.084630955807002,8.177985272036441,0,0,0,0,0,0,0,0,1
MR-00124,Feature/Fix #124,author_5,repo_2,84,91,40,3,106,3,0,0,0,0.7585175028839326,7,6.236801952191126,123,4,0,0,0,1,1,68.56651925762652,-2.4565936366999974,1,0.6472686915864028,1,1,0,5,0,2,19,6,0.8290018995429471,0.0009593362588399,0,0,1309,28,4,2,15,9.319239722146987,6.196458409611331,0,0,0,0,0,0,0,1,0
MR-00125,Feature/Fix #125,author_3,repo_11,21,9,16,4,41,2,3,0,0,0.5853394867446776,2,7.695708098222039,150,5,1,0,0,0,0,58.84045233102056,3.364500590051096,0,0.4942866362590843,1,0,1,3,0,2,4,3,0.8168964191278801,0.0060646013724777,0,0,258,619,3,6,49,5.337648446230733,4.84458402915174,0,0,0,0,0,0,0,0,0
MR-00126,Feature/Fix #126,author_12,repo_7,26,64,21,1,7,5,2,0,0,0.9049906640911066,7,3.3807291009185243,71,3,0,0,0,0,0,75.72059184755324,5.2303083060825495,2,0.4253787995520082,1,1,0,5,2,4,16,5,0.7969681829665372,0.0527104608735069,0,0,510,48,4,5,10,7.198052200789169,4.161152806645652,0,0,0,0,0,0,0,0,0
MR-00127,Feature/Fix #127,author_8,repo_6,2,7,3,4,5,2,1,0,0,0.637553390543062,4,1.6233242809838289,26,4,1,0,0,0,0,54.53669932983708,-3.182097151092319,6,0.4619775020647434,1,1,1,2,0,2,1,4,0.913712005181662,0.0950747664526706,1,1,72,67,4,4,92,5.652832456284695,6.591302035286924,0,0,0,0,0,0,0,1,0
MR-00128,Feature/Fix #128,author_22,repo_2,13,112,9,7,25,1,1,0,0,0.5805514598869018,6,13.383655891270326,10,1,0,0,0,0,0,75.08490650026695,4.300004995526714,3,0.2723776328710672,0,1,1,5,0,3,8,8,0.913643341334265,0.0411027340398896,0,0,114,25,6,2,188,5.748077932176864,6.511891096665029,0,0,0,0,0,0,0,0,0
MR-00129,Feature/Fix #129,author_3,repo_8,15,27,13,2,38,2,1,0,0,0.7364698432807429,1,3.842008423190327,15,2,0,0,1,0,1,67.11079684806745,-9.323202129527404,3,0.282105708104431,1,1,0,3,0,2,2,3,0.7073502566305062,0.093666476071558,0,1,57,80,1,2,56,6.928912385956888,5.382234639779583,0,0,0,0,0,0,0,0,0
MR-00130,Feature/Fix #130,author_1,repo_7,116,15,41,2,6,3,1,0,0,0.5521564006526613,1,10.12163259184658,70,2,0,0,0,1,0,53.25807207643673,1.9783719943113185,1,0.4214369541788578,1,1,0,3,0,4,12,7,0.8865947401202711,0.0098387180926617,0,0,1120,53,1,1,185,6.754672201368164,7.173137630275352,0,0,0,0,0,0,0,0,0
MR-00131,Feature/Fix #131,author_3,repo_11,13,23,36,1,32,1,0,0,0,0.4553253488253891,7,7.907102592210944,110,4,0,0,0,1,0,67.3123338309848,3.771150507872826,2,0.1554914705315266,1,1,1,2,1,3,7,4,0.7055631491289591,0.0698570695651489,1,0,120,52,0,3,10,6.947335726217531,6.030866986173873,0,0,0,0,0,0,1,0,0
MR-00132,Feature/Fix #132,author_5,repo_5,24,7,6,4,70,4,0,0,0,0.5416329219340783,3,9.781567484549145,37,1,0,0,0,0,0,66.69326024615134,1.6966603539285674,4,0.4622352346329022,1,1,1,4,0,2,32,2,0.8098456395062151,0.1706346536907446,0,0,55,73,3,4,138,6.599058347668651,4.883493873366617,0,0,0,0,0,0,0,0,1
MR-00133,Feature/Fix #133,author_15,repo_5,44,8,23,4,45,5,2,0,0,0.5835882136622348,4,7.5388154972468895,57,6,0,0,0,0,1,52.40517259814772,11.802221090389647,2,0.1571957418249701,1,0,0,4,0,0,13,3,0.5153579348840849,0.065933749267418,0,0,1210,73,3,1,11,6.458472849503625,6.869888804447372,0,1,0,0,0,0,1,0,0
MR-00134,Feature/Fix #134,author_14,repo_7,7,3,6,2,38,2,1,0,0,0.7492666084293003,2,5.751800952805221,56,1,0,0,0,0,1,51.22520050453036,0.5672617985167752,3,0.306173469532195,1,1,1,8,0,2,43,4,0.9796605204077632,0.0160039729740916,1,0,7,228,2,1,10,6.795385165665172,6.566837010613559,0,0,0,0,0,0,0,0,1
MR-00135,Feature/Fix #135,author_3,repo_9,26,3,111,6,54,2,1,0,0,0.6072282385569594,3,6.878249823832318,115,1,0,0,0,0,1,24.222530241641063,4.514952516340252,3,0.1317704055104973,1,1,1,4,0,2,29,3,0.739988037016373,0.0265271046881423,0,0,30,68,1,5,10,6.614080329369649,5.12462481221196,0,0,0,0,0,0,0,0,1
MR-00136,Feature/Fix #136,author_1,repo_11,53,10,75,5,5,3,0,0,0,0.7096158485181685,2,6.926753409462508,57,2,1,0,0,0,0,82.5647461465858,-2.5723409167536047,3,0.1966953174679951,1,1,1,5,0,0,20,5,0.7922347243284289,0.0659341011058732,0,0,69,800,2,7,10,9.328063474492884,8.481264651344514,0,0,0,0,0,0,0,0,0
MR-00137,Feature/Fix #137,author_5,repo_9,80,35,20,4,7,1,1,0,1,0.5319510195343962,2,4.160527248232496,15,6,0,0,0,0,1,45.510312928298575,4.671864888596564,2,0.4392664502957932,1,1,0,9,0,4,169,9,0.8381889031522252,0.0638464403896829,0,0,110,38,2,2,19,6.029058386607698,6.0642323778513845,0,0,0,0,0,0,0,0,1
MR-00138,Feature/Fix #138,author_23,repo_9,39,23,30,4,5,3,1,0,0,0.3373410208409674,5,7.892500512019945,22,7,1,0,0,0,1,74.65621083010801,3.574009758939224,2,0.3190547642096138,1,1,1,3,0,3,17,4,0.6375586911633867,0.0359980198070217,0,0,35,21,3,1,12,7.342230140344126,5.346302441057491,0,0,0,0,0,0,0,1,0
MR-00139,Feature/Fix #139,author_14,repo_6,44,2,40,5,5,1,2,1,0,0.8809976956836226,6,4.129639027591368,10,4,0,0,0,1,1,40.27494033381062,3.6006585627180607,3,0.4755499512340554,1,1,0,2,0,3,115,4,0.7376394171372019,0.0231359992712454,0,1,354,447,3,3,36,6.710542221721132,5.762136271107265,0,0,0,0,0,0,0,0,1
MR-00140,Feature/Fix #140,author_7,repo_10,5,47,31,6,85,0,1,0,0,0.6963431286140321,4,6.989232675901631,10,7,0,0,0,0,1,64.74025617894313,13.109569819712329,3,0.259571805750774,1,1,0,2,0,3,160,8,0.9903919817673604,0.1208378663920306,0,0,640,447,3,4,34,8.568987963491741,6.463067401489647,0,0,0,0,0,0,0,0,1
MR-00141,Feature/Fix #141,author_9,repo_6,116,22,30,3,8,5,1,0,0,0.7889507158323444,2,8.225250322259345,15,4,0,0,0,0,1,49.2502368663085,-3.345683737936529,4,0.0194179199110004,1,1,1,7,0,1,5,5,0.6355610453039562,0.0410139038466538,0,0,24,29,1,1,65,7.072656124403618,4.322176390165796,0,0,0,0,1,0,0,0,0
MR-00142,Feature/Fix #142,author_15,repo_3,5,81,79,5,37,2,1,0,0,0.9661788294482406,4,9.863087516882327,39,4,1,0,0,0,1,65.40377625280004,-2.708174468136155,1,0.356900804011068,1,1,1,0,1,0,85,7,0.938696944501599,0.0190928376927995,0,1,94,39,3,1,96,6.778397308357527,7.25088904649596,0,1,0,0,0,0,0,0,0
MR-00143,Feature/Fix #143,author_15,repo_1,59,27,22,3,41,2,1,0,0,0.5154299571067066,7,7.004547854311393,31,1,0,0,0,0,1,74.93418717339696,-14.357322657996704,4,0.1987151972411749,1,1,1,1,0,2,17,3,0.7243086266826354,0.036623032544176,1,0,100,15,0,1,28,7.658034919917394,8.058297644436655,1,0,0,0,0,0,0,0,0
